state,yr,qtr,index_nsa,index_sa,Warning
ID,2004,4,192.79,192.81,
ID,2005,1,200.28,200.80,
ID,2005,2,208.98,206.37,
ID,2005,3,219.87,216.90,
ID,2005,4,228.05,228.13,
ID,2006,1,235.19,235.78,
ID,2006,2,248.99,245.66,
ID,2006,3,252.38,249.14,
ID,2006,4,257.10,257.15,
ID,2007,1,258.41,259.36,
ID,2007,2,266.01,262.06,
ID,2007,3,263.62,260.21,
ID,2007,4,259.53,259.56,
ID,2008,1,257.95,259.45,
ID,2008,2,253.07,249.10,
ID,2008,3,248.22,244.54,
ID,2008,4,235.05,235.11,
ID,2009,1,234.39,236.54,
ID,2009,2,235.06,231.16,
ID,2009,3,226.91,222.78,
ID,2009,4,216.93,217.27,
ID,2010,1,205.98,208.46,
ID,2010,2,207.93,204.45,
ID,2010,3,200.67,196.23,
ID,2010,4,189.09,189.71,
ID,2011,1,178.10,180.63,
ID,2011,2,180.71,177.62,
ID,2011,3,185.52,180.94,
ID,2011,4,181.60,182.48,
ID,2012,1,182.05,184.76,
ID,2012,2,198.39,195.00,
ID,2012,3,203.33,198.11,
ID,2012,4,200.08,201.24,
ID,2013,1,204.47,207.31,
ID,2013,2,213.27,209.67,
ID,2013,3,222.13,216.58,
ID,2013,4,215.41,216.80,
ID,2014,1,218.97,221.44,
ID,2014,2,225.94,222.30,
ID,2014,3,229.16,223.94,
ID,2014,4,225.95,227.21,
ID,2015,1,227.88,229.90,
ID,2015,2,242.15,238.35,
ID,2015,3,243.51,238.71,
ID,2015,4,248.55,249.52,
ID,2016,1,249.89,251.63,
ID,2016,2,258.61,254.67,
ID,2016,3,267.23,262.81,
ID,2016,4,265.52,265.95,
ID,2017,1,273.81,275.40,
ID,2017,2,284.21,280.01,
ID,2017,3,290.19,286.04,
ID,2017,4,297.44,297.47,
ID,2018,1,303.99,305.45,
ID,2018,2,322.14,317.56,
ID,2018,3,331.05,326.73,
ID,2018,4,334.70,334.34,
ID,2019,1,344.14,345.71,
ID,2019,2,359.49,354.58,
ID,2019,3,368.67,363.91,
ID,2019,4,377.72,377.12,
ID,2020,1,390.14,392.01,
ID,2020,2,399.55,394.14,
ID,2020,3,426.25,420.76,
ID,2020,4,457.78,456.78,
ID,2021,1,485.20,487.71,
ID,2021,2,546.59,539.43,
ID,2021,3,577.83,570.08,
ID,2021,4,581.46,580.22,
IL,1991,1,100.00,100.00,
IL,1991,2,100.85,100.39,
IL,1991,3,101.92,101.26,
IL,1991,4,102.58,102.27,
IL,1992,1,103.28,103.32,
IL,1992,2,104.80,104.30,
IL,1992,3,105.64,104.92,
IL,1992,4,106.89,106.60,
IL,1993,1,107.25,107.39,
IL,1993,2,108.98,108.39,
IL,1993,3,110.79,109.94,
IL,1993,4,110.96,110.74,
IL,1994,1,112.45,112.68,
IL,1994,2,114.62,113.88,
IL,1994,3,115.48,114.59,
IL,1994,4,115.67,115.46,
IL,1995,1,115.69,116.02,
IL,1995,2,118.11,117.27,
IL,1995,3,119.31,118.35,
IL,1995,4,119.13,118.96,
IL,1996,1,119.78,120.14,
IL,1996,2,121.92,121.02,
IL,1996,3,122.36,121.41,
IL,1996,4,122.44,122.21,
IL,1997,1,122.13,122.51,
IL,1997,2,124.07,123.21,
IL,1997,3,124.86,123.84,
IL,1997,4,124.69,124.45,
IL,1998,1,125.11,125.46,
IL,1998,2,126.95,126.15,
IL,1998,3,128.64,127.54,
IL,1998,4,129.64,129.40,
IL,1999,1,130.58,130.97,
IL,1999,2,133.44,132.64,
IL,1999,3,135.85,134.57,
IL,1999,4,136.60,136.43,
IL,2000,1,138.03,138.47,
IL,2000,2,141.67,140.77,
IL,2000,3,144.55,143.13,
IL,2000,4,145.50,145.36,
IL,2001,1,147.57,148.13,
IL,2001,2,151.68,150.61,
IL,2001,3,154.44,152.93,
IL,2001,4,155.21,155.05,
IL,2002,1,157.07,157.77,
IL,2002,2,161.58,160.35,
IL,2002,3,164.54,162.95,
IL,2002,4,166.23,166.01,
IL,2003,1,167.72,168.59,
IL,2003,2,173.03,171.64,
IL,2003,3,176.17,174.47,
IL,2003,4,178.22,177.97,
IL,2004,1,179.56,180.58,
IL,2004,2,185.08,183.52,
IL,2004,3,188.60,186.77,
IL,2004,4,189.45,189.20,
IL,2005,1,191.50,192.66,
IL,2005,2,197.72,195.97,
IL,2005,3,201.50,199.58,
IL,2005,4,203.16,202.82,
IL,2006,1,204.53,205.93,
IL,2006,2,210.00,208.03,
IL,2006,3,210.59,208.58,
IL,2006,4,209.10,208.58,
IL,2007,1,210.93,212.69,
IL,2007,2,211.96,210.02,
IL,2007,3,210.41,208.07,
IL,2007,4,206.70,206.12,
IL,2008,1,200.59,202.72,
IL,2008,2,200.41,198.54,
IL,2008,3,196.17,193.57,
IL,2008,4,190.09,189.59,
IL,2009,1,183.10,185.53,
IL,2009,2,184.13,182.31,
IL,2009,3,185.17,182.17,
IL,2009,4,179.91,179.69,
IL,2010,1,175.84,178.66,
IL,2010,2,179.31,177.16,
IL,2010,3,176.81,173.62,
IL,2010,4,171.92,172.05,
IL,2011,1,165.26,168.29,
IL,2011,2,166.46,164.06,
IL,2011,3,168.60,165.28,
IL,2011,4,161.55,162.09,
IL,2012,1,159.16,162.30,
IL,2012,2,165.90,163.08,
IL,2012,3,167.41,164.02,
IL,2012,4,162.68,163.53,
IL,2013,1,162.68,165.99,
IL,2013,2,172.09,168.85,
IL,2013,3,173.63,170.19,
IL,2013,4,171.41,172.45,
IL,2014,1,169.72,173.09,
IL,2014,2,177.54,174.08,
IL,2014,3,179.05,175.71,
IL,2014,4,175.69,176.77,
IL,2015,1,174.63,177.82,
IL,2015,2,183.25,179.71,
IL,2015,3,183.71,180.60,
IL,2015,4,180.13,181.20,
IL,2016,1,179.81,182.63,
IL,2016,2,187.79,184.38,
IL,2016,3,189.90,186.98,
IL,2016,4,188.58,189.65,
IL,2017,1,189.20,191.69,
IL,2017,2,194.26,190.90,
IL,2017,3,195.80,193.14,
IL,2017,4,193.94,194.94,
IL,2018,1,194.97,197.12,
IL,2018,2,201.40,198.14,
IL,2018,3,201.60,199.13,
IL,2018,4,199.20,200.05,
IL,2019,1,199.60,201.59,
IL,2019,2,206.52,203.35,
IL,2019,3,206.46,204.05,
IL,2019,4,205.09,205.81,
IL,2020,1,206.63,208.54,
IL,2020,2,212.08,209.09,
IL,2020,3,218.34,215.78,
IL,2020,4,221.94,222.58,
IL,2021,1,227.49,229.51,
IL,2021,2,240.12,236.97,
IL,2021,3,247.47,244.47,
IL,2021,4,249.78,250.48,
IN,1991,1,100.00,100.00,
IN,1991,2,100.64,99.86,
IN,1991,3,101.04,100.50,
IN,1991,4,101.70,101.37,
IN,1992,1,102.25,102.26,
IN,1992,2,104.55,103.74,
IN,1992,3,105.42,104.86,
IN,1992,4,106.08,105.73,
IN,1993,1,106.98,107.00,
IN,1993,2,109.17,108.31,
IN,1993,3,110.28,109.69,
IN,1993,4,111.70,111.32,
IN,1994,1,112.49,112.54,
IN,1994,2,114.37,113.44,
IN,1994,3,115.22,114.61,
IN,1994,4,116.48,116.07,
IN,1995,1,117.93,118.02,
IN,1995,2,119.15,118.17,
IN,1995,3,120.81,120.19,
IN,1995,4,121.16,120.70,
IN,1996,1,122.07,122.17,
IN,1996,2,124.84,123.83,
IN,1996,3,125.69,125.01,
IN,1996,4,126.22,125.75,
IN,1997,1,125.93,126.02,
IN,1997,2,128.10,127.12,
IN,1997,3,128.61,127.86,
IN,1997,4,129.36,128.92,
IN,1998,1,129.79,129.82,
IN,1998,2,131.95,131.02,
IN,1998,3,132.77,131.93,
IN,1998,4,134.50,134.12,
IN,1999,1,134.87,134.82,
IN,1999,2,136.66,135.76,
IN,1999,3,138.63,137.70,
IN,1999,4,138.32,138.01,
IN,2000,1,140.63,140.51,
IN,2000,2,141.91,141.03,
IN,2000,3,143.04,141.99,
IN,2000,4,142.40,142.15,
IN,2001,1,143.81,143.70,
IN,2001,2,145.34,144.43,
IN,2001,3,145.98,144.79,
IN,2001,4,147.26,147.08,
IN,2002,1,147.48,147.47,
IN,2002,2,149.01,147.99,
IN,2002,3,149.97,148.67,
IN,2002,4,149.37,149.19,
IN,2003,1,150.86,151.09,
IN,2003,2,152.96,151.78,
IN,2003,3,154.55,153.09,
IN,2003,4,154.70,154.55,
IN,2004,1,154.70,155.16,
IN,2004,2,158.70,157.35,
IN,2004,3,160.28,158.59,
IN,2004,4,159.32,159.26,
IN,2005,1,159.90,160.56,
IN,2005,2,163.20,161.70,
IN,2005,3,164.58,162.62,
IN,2005,4,164.75,164.88,
IN,2006,1,164.25,165.06,
IN,2006,2,167.83,166.17,
IN,2006,3,168.72,166.60,
IN,2006,4,166.77,166.94,
IN,2007,1,167.11,168.14,
IN,2007,2,170.16,168.35,
IN,2007,3,170.52,168.31,
IN,2007,4,165.00,165.13,
IN,2008,1,163.44,164.69,
IN,2008,2,163.43,161.55,
IN,2008,3,164.22,162.08,
IN,2008,4,157.47,157.44,
IN,2009,1,157.14,158.66,
IN,2009,2,160.24,158.25,
IN,2009,3,158.83,156.78,
IN,2009,4,158.19,157.99,
IN,2010,1,154.71,156.47,
IN,2010,2,158.98,156.89,
IN,2010,3,158.57,156.55,
IN,2010,4,155.68,155.34,
IN,2011,1,151.92,153.82,
IN,2011,2,156.69,154.60,
IN,2011,3,157.23,155.19,
IN,2011,4,156.24,155.91,
IN,2012,1,153.19,155.10,
IN,2012,2,158.57,156.51,
IN,2012,3,158.30,156.15,
IN,2012,4,158.42,158.21,
IN,2013,1,158.89,160.75,
IN,2013,2,163.59,161.52,
IN,2013,3,166.28,163.95,
IN,2013,4,164.29,164.26,
IN,2014,1,163.60,165.31,
IN,2014,2,167.68,165.61,
IN,2014,3,170.09,167.74,
IN,2014,4,168.59,168.65,
IN,2015,1,169.42,171.03,
IN,2015,2,174.92,172.76,
IN,2015,3,176.12,173.79,
IN,2015,4,175.36,175.48,
IN,2016,1,174.91,176.40,
IN,2016,2,182.72,180.47,
IN,2016,3,185.51,183.18,
IN,2016,4,185.43,185.57,
IN,2017,1,185.48,186.88,
IN,2017,2,191.71,189.39,
IN,2017,3,194.40,192.13,
IN,2017,4,196.84,196.95,
IN,2018,1,199.50,200.80,
IN,2018,2,207.23,204.84,
IN,2018,3,209.37,207.01,
IN,2018,4,209.86,209.97,
IN,2019,1,213.19,214.34,
IN,2019,2,219.64,217.30,
IN,2019,3,224.72,222.21,
IN,2019,4,224.12,224.24,
IN,2020,1,229.89,230.93,
IN,2020,2,236.81,234.49,
IN,2020,3,244.75,241.98,
IN,2020,4,252.50,252.67,
IN,2021,1,259.90,260.91,
IN,2021,2,275.25,272.72,
IN,2021,3,285.16,281.91,
IN,2021,4,289.45,289.60,
KS,1991,1,100.00,100.00,
KS,1991,2,99.99,99.71,
KS,1991,3,100.20,99.51,
KS,1991,4,100.94,100.76,
KS,1992,1,101.65,101.68,
KS,1992,2,102.13,101.81,
KS,1992,3,104.15,103.43,
KS,1992,4,104.35,104.18,
KS,1993,1,105.31,105.40,
KS,1993,2,107.04,106.64,
KS,1993,3,109.54,108.75,
KS,1993,4,110.99,110.83,
KS,1994,1,112.21,112.38,
KS,1994,2,115.21,114.70,
KS,1994,3,116.48,115.61,
KS,1994,4,116.53,116.38,
KS,1995,1,118.67,118.93,
KS,1995,2,120.54,119.94,
KS,1995,3,122.42,121.52,
KS,1995,4,123.45,123.31,
KS,1996,1,124.12,124.40,
KS,1996,2,126.51,125.84,
KS,1996,3,127.60,126.70,
KS,1996,4,127.53,127.41,
KS,1997,1,127.60,127.84,
KS,1997,2,130.65,129.96,
KS,1997,3,132.79,131.87,
KS,1997,4,133.23,133.14,
KS,1998,1,135.60,135.78,
KS,1998,2,137.03,136.31,
KS,1998,3,139.58,138.63,
KS,1998,4,142.69,142.64,
KS,1999,1,144.66,144.82,
KS,1999,2,146.73,145.92,
KS,1999,3,148.28,147.29,
KS,1999,4,147.64,147.62,
KS,2000,1,150.36,150.53,
KS,2000,2,152.67,151.76,
KS,2000,3,154.49,153.45,
KS,2000,4,154.33,154.37,
KS,2001,1,155.75,155.99,
KS,2001,2,159.54,158.45,
KS,2001,3,160.90,159.82,
KS,2001,4,162.25,162.32,
KS,2002,1,162.61,163.01,
KS,2002,2,165.58,164.26,
KS,2002,3,167.00,165.90,
KS,2002,4,167.33,167.45,
KS,2003,1,168.91,169.46,
KS,2003,2,171.42,169.85,
KS,2003,3,174.17,173.06,
KS,2003,4,174.25,174.41,
KS,2004,1,175.65,176.33,
KS,2004,2,180.52,178.75,
KS,2004,3,180.48,179.30,
KS,2004,4,181.24,181.42,
KS,2005,1,182.28,183.07,
KS,2005,2,187.44,185.51,
KS,2005,3,188.04,186.83,
KS,2005,4,188.21,188.36,
KS,2006,1,191.34,192.26,
KS,2006,2,194.37,192.38,
KS,2006,3,195.75,194.49,
KS,2006,4,195.68,195.65,
KS,2007,1,196.64,197.77,
KS,2007,2,201.01,199.00,
KS,2007,3,201.09,199.79,
KS,2007,4,199.26,198.91,
KS,2008,1,196.17,197.57,
KS,2008,2,198.90,197.05,
KS,2008,3,196.28,194.87,
KS,2008,4,195.07,194.41,
KS,2009,1,193.48,195.26,
KS,2009,2,194.93,193.20,
KS,2009,3,195.49,193.82,
KS,2009,4,195.76,194.92,
KS,2010,1,188.98,191.10,
KS,2010,2,195.94,194.27,
KS,2010,3,192.05,190.03,
KS,2010,4,189.78,189.05,
KS,2011,1,182.67,184.96,
KS,2011,2,185.97,184.36,
KS,2011,3,187.27,184.95,
KS,2011,4,185.57,185.14,
KS,2012,1,183.88,186.26,
KS,2012,2,189.18,187.45,
KS,2012,3,193.89,191.17,
KS,2012,4,191.40,191.50,
KS,2013,1,186.87,189.11,
KS,2013,2,195.11,193.14,
KS,2013,3,196.93,194.09,
KS,2013,4,192.63,193.21,
KS,2014,1,196.62,198.73,
KS,2014,2,201.86,199.53,
KS,2014,3,203.87,201.06,
KS,2014,4,201.71,202.77,
KS,2015,1,202.73,204.56,
KS,2015,2,208.59,205.86,
KS,2015,3,210.74,208.25,
KS,2015,4,208.03,209.24,
KS,2016,1,211.95,213.61,
KS,2016,2,219.40,216.32,
KS,2016,3,220.26,218.02,
KS,2016,4,221.42,222.73,
KS,2017,1,221.02,222.50,
KS,2017,2,229.80,226.60,
KS,2017,3,230.82,228.75,
KS,2017,4,229.25,230.35,
KS,2018,1,234.14,235.69,
KS,2018,2,242.12,238.87,
KS,2018,3,241.60,239.48,
KS,2018,4,243.25,244.22,
KS,2019,1,245.90,247.57,
KS,2019,2,252.19,248.98,
KS,2019,3,255.71,253.46,
KS,2019,4,255.91,256.65,
KS,2020,1,258.34,260.24,
KS,2020,2,267.79,264.58,
KS,2020,3,278.15,275.51,
KS,2020,4,285.07,285.77,
KS,2021,1,290.69,292.98,
KS,2021,2,311.84,308.25,
KS,2021,3,318.95,315.78,
KS,2021,4,322.19,322.82,
KY,1991,1,100.00,100.00,
KY,1991,2,100.31,100.38,
KY,1991,3,100.31,100.50,
KY,1991,4,101.22,101.77,
KY,1992,1,103.23,103.25,
KY,1992,2,103.44,103.51,
KY,1992,3,105.19,105.38,
KY,1992,4,106.32,106.88,
KY,1993,1,107.62,107.70,
KY,1993,2,109.45,109.53,
KY,1993,3,110.34,110.47,
KY,1993,4,111.05,111.61,
KY,1994,1,114.15,114.34,
KY,1994,2,115.53,115.60,
KY,1994,3,116.80,116.86,
KY,1994,4,117.28,117.86,
KY,1995,1,118.56,118.87,
KY,1995,2,120.31,120.37,
KY,1995,3,121.59,121.57,
KY,1995,4,123.03,123.61,
KY,1996,1,123.28,123.72,
KY,1996,2,125.22,125.26,
KY,1996,3,126.99,126.92,
KY,1996,4,127.56,128.14,
KY,1997,1,128.92,129.44,
KY,1997,2,130.23,130.29,
KY,1997,3,131.59,131.48,
KY,1997,4,131.45,132.00,
KY,1998,1,132.46,133.06,
KY,1998,2,135.35,135.39,
KY,1998,3,136.51,136.39,
KY,1998,4,137.95,138.49,
KY,1999,1,139.79,140.48,
KY,1999,2,142.01,142.01,
KY,1999,3,144.11,144.05,
KY,1999,4,144.89,145.37,
KY,2000,1,146.80,147.62,
KY,2000,2,148.42,148.36,
KY,2000,3,149.62,149.60,
KY,2000,4,150.35,150.77,
KY,2001,1,150.86,151.79,
KY,2001,2,153.58,153.46,
KY,2001,3,154.65,154.66,
KY,2001,4,155.96,156.31,
KY,2002,1,155.98,157.06,
KY,2002,2,158.95,158.79,
KY,2002,3,159.28,159.24,
KY,2002,4,161.59,161.97,
KY,2003,1,162.24,163.45,
KY,2003,2,165.65,165.43,
KY,2003,3,167.79,167.66,
KY,2003,4,168.48,168.96,
KY,2004,1,171.19,172.56,
KY,2004,2,172.98,172.68,
KY,2004,3,174.91,174.60,
KY,2004,4,176.63,177.31,
KY,2005,1,177.14,178.67,
KY,2005,2,180.86,180.45,
KY,2005,3,183.16,182.62,
KY,2005,4,183.51,184.41,
KY,2006,1,186.08,187.86,
KY,2006,2,188.35,187.77,
KY,2006,3,189.48,188.67,
KY,2006,4,188.27,189.39,
KY,2007,1,189.06,191.07,
KY,2007,2,192.93,192.21,
KY,2007,3,192.26,191.21,
KY,2007,4,190.23,191.50,
KY,2008,1,187.68,189.88,
KY,2008,2,191.04,190.25,
KY,2008,3,190.88,189.63,
KY,2008,4,185.95,187.28,
KY,2009,1,184.71,187.01,
KY,2009,2,187.78,186.94,
KY,2009,3,188.54,187.19,
KY,2009,4,185.38,186.74,
KY,2010,1,184.20,186.61,
KY,2010,2,186.46,185.59,
KY,2010,3,186.62,185.21,
KY,2010,4,185.38,186.76,
KY,2011,1,180.76,183.21,
KY,2011,2,182.73,181.79,
KY,2011,3,183.84,182.47,
KY,2011,4,180.70,182.04,
KY,2012,1,181.59,184.11,
KY,2012,2,186.33,185.28,
KY,2012,3,186.22,184.93,
KY,2012,4,185.24,186.58,
KY,2013,1,184.97,187.58,
KY,2013,2,190.48,189.29,
KY,2013,3,192.63,191.40,
KY,2013,4,189.95,191.33,
KY,2014,1,188.28,190.88,
KY,2014,2,195.05,193.81,
KY,2014,3,195.93,194.73,
KY,2014,4,195.11,196.57,
KY,2015,1,196.49,199.07,
KY,2015,2,201.52,200.28,
KY,2015,3,203.01,201.85,
KY,2015,4,204.75,206.28,
KY,2016,1,205.05,207.61,
KY,2016,2,210.82,209.57,
KY,2016,3,214.34,213.22,
KY,2016,4,212.81,214.35,
KY,2017,1,216.08,218.63,
KY,2017,2,224.00,222.82,
KY,2017,3,227.10,225.98,
KY,2017,4,226.58,228.04,
KY,2018,1,229.16,231.91,
KY,2018,2,233.81,232.70,
KY,2018,3,236.42,235.19,
KY,2018,4,238.53,239.92,
KY,2019,1,238.75,241.71,
KY,2019,2,248.21,247.18,
KY,2019,3,248.61,247.19,
KY,2019,4,248.80,250.07,
KY,2020,1,252.34,255.76,
KY,2020,2,259.51,258.44,
KY,2020,3,269.20,267.50,
KY,2020,4,277.29,278.63,
KY,2021,1,281.39,285.35,
KY,2021,2,300.16,299.04,
KY,2021,3,313.33,311.18,
KY,2021,4,315.70,317.16,
LA,1991,1,100.00,100.00,
LA,1991,2,102.66,102.04,
LA,1991,3,104.40,103.67,
LA,1991,4,104.88,104.44,
LA,1992,1,105.89,105.91,
LA,1992,2,107.77,107.09,
LA,1992,3,109.28,108.52,
LA,1992,4,111.00,110.59,
LA,1993,1,111.75,111.75,
LA,1993,2,113.86,113.10,
LA,1993,3,116.29,115.50,
LA,1993,4,118.63,118.24,
LA,1994,1,120.27,120.23,
LA,1994,2,122.74,121.87,
LA,1994,3,124.17,123.35,
LA,1994,4,122.67,122.35,
LA,1995,1,124.10,123.99,
LA,1995,2,127.58,126.65,
LA,1995,3,129.25,128.41,
LA,1995,4,130.36,130.07,
LA,1996,1,132.26,132.11,
LA,1996,2,134.02,133.03,
LA,1996,3,135.01,134.10,
LA,1996,4,135.93,135.70,
LA,1997,1,137.47,137.28,
LA,1997,2,139.04,138.03,
LA,1997,3,139.98,138.99,
LA,1997,4,140.88,140.69,
LA,1998,1,142.86,142.66,
LA,1998,2,145.23,144.19,
LA,1998,3,147.55,146.43,
LA,1998,4,148.59,148.43,
LA,1999,1,148.91,148.72,
LA,1999,2,151.36,150.28,
LA,1999,3,153.15,151.95,
LA,1999,4,152.68,152.53,
LA,2000,1,154.58,154.40,
LA,2000,2,157.47,156.38,
LA,2000,3,158.11,156.82,
LA,2000,4,157.44,157.28,
LA,2001,1,159.37,159.18,
LA,2001,2,161.79,160.69,
LA,2001,3,163.97,162.65,
LA,2001,4,165.16,164.98,
LA,2002,1,165.01,164.76,
LA,2002,2,168.76,167.67,
LA,2002,3,170.68,169.36,
LA,2002,4,171.90,171.65,
LA,2003,1,174.79,174.48,
LA,2003,2,176.61,175.52,
LA,2003,3,180.04,178.71,
LA,2003,4,181.84,181.51,
LA,2004,1,184.14,183.75,
LA,2004,2,188.72,187.63,
LA,2004,3,191.52,190.10,
LA,2004,4,192.81,192.45,
LA,2005,1,195.68,195.29,
LA,2005,2,200.43,199.20,
LA,2005,3,204.03,202.51,
LA,2005,4,213.96,213.65,
LA,2006,1,219.43,219.04,
LA,2006,2,224.71,223.18,
LA,2006,3,229.13,227.44,
LA,2006,4,231.28,231.00,
LA,2007,1,233.82,233.55,
LA,2007,2,237.08,235.27,
LA,2007,3,238.68,236.87,
LA,2007,4,235.80,235.57,
LA,2008,1,234.39,234.36,
LA,2008,2,235.24,233.25,
LA,2008,3,232.37,230.50,
LA,2008,4,229.50,229.27,
LA,2009,1,229.67,229.99,
LA,2009,2,231.28,229.13,
LA,2009,3,229.18,227.16,
LA,2009,4,228.46,228.29,
LA,2010,1,227.25,227.85,
LA,2010,2,229.89,227.55,
LA,2010,3,230.04,227.94,
LA,2010,4,225.71,225.55,
LA,2011,1,220.20,220.91,
LA,2011,2,225.00,222.69,
LA,2011,3,224.77,222.59,
LA,2011,4,223.15,223.11,
LA,2012,1,222.13,222.80,
LA,2012,2,228.00,225.72,
LA,2012,3,230.94,228.65,
LA,2012,4,229.53,229.57,
LA,2013,1,233.65,234.16,
LA,2013,2,238.76,236.52,
LA,2013,3,237.82,235.45,
LA,2013,4,238.82,238.99,
LA,2014,1,239.66,239.86,
LA,2014,2,242.94,240.79,
LA,2014,3,246.99,244.71,
LA,2014,4,245.73,245.83,
LA,2015,1,249.13,249.09,
LA,2015,2,253.15,251.08,
LA,2015,3,256.25,254.03,
LA,2015,4,255.55,255.53,
LA,2016,1,258.26,258.09,
LA,2016,2,261.34,259.30,
LA,2016,3,262.33,260.25,
LA,2016,4,265.66,265.39,
LA,2017,1,264.75,264.64,
LA,2017,2,269.69,267.56,
LA,2017,3,272.04,270.02,
LA,2017,4,272.54,272.04,
LA,2018,1,273.07,273.13,
LA,2018,2,276.59,274.32,
LA,2018,3,276.63,274.66,
LA,2018,4,278.07,277.36,
LA,2019,1,279.57,279.88,
LA,2019,2,283.82,281.42,
LA,2019,3,285.58,283.50,
LA,2019,4,286.80,285.97,
LA,2020,1,288.31,288.85,
LA,2020,2,295.59,293.06,
LA,2020,3,299.80,297.48,
LA,2020,4,304.14,303.24,
LA,2021,1,309.75,310.49,
LA,2021,2,322.87,320.11,
LA,2021,3,334.00,331.27,
LA,2021,4,335.09,334.11,
MA,1991,1,100.00,100.00,
MA,1991,2,98.74,98.06,
MA,1991,3,97.51,97.00,
MA,1991,4,98.11,97.51,
MA,1992,1,98.53,98.62,
MA,1992,2,96.46,95.77,
MA,1992,3,96.89,96.29,
MA,1992,4,97.27,96.73,
MA,1993,1,94.81,95.01,
MA,1993,2,96.96,96.21,
MA,1993,3,97.34,96.58,
MA,1993,4,96.89,96.45,
MA,1994,1,96.70,96.98,
MA,1994,2,98.00,97.20,
MA,1994,3,98.28,97.38,
MA,1994,4,98.14,97.78,
MA,1995,1,97.71,98.08,
MA,1995,2,99.40,98.56,
MA,1995,3,100.32,99.29,
MA,1995,4,100.34,100.03,
MA,1996,1,100.78,101.24,
MA,1996,2,103.11,102.21,
MA,1996,3,104.29,103.12,
MA,1996,4,104.78,104.48,
MA,1997,1,104.20,104.80,
MA,1997,2,107.90,106.92,
MA,1997,3,109.46,108.09,
MA,1997,4,110.61,110.38,
MA,1998,1,112.04,112.78,
MA,1998,2,116.66,115.57,
MA,1998,3,120.29,118.62,
MA,1998,4,121.40,121.27,
MA,1999,1,123.71,124.59,
